"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13475","An order comment left at checkout doesn't block placing the order","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_orderComment_doesNotBlockOrder"
"","6031","Search is case insensitive","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_caseInsensitiveSearch_returnsSameResults"
"","22556","Searching for a keyword with no matches returns zero products","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_byNonExistentKeyword_showsNoResults"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","setUp"
"","1744","TC07 - Test cases page is reachable from the header","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homePage_headerNavigation_testCasesLinkWorks"
"","8306","Login session survives a page refresh","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_sessionPersistsAfterPageRefresh"
"","27304","Header shows the correct username right after account creation","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_verifyLoggedInUsernameMatchesSignup"
"","1835","Contact form blocks submission with the name field empty","EcommerceRegressionSuite","2026-07-04","failed","2026-07-04","com.rishabh.tests.regression.ContactUsTests","RegressionModules","com.rishabh.tests.regression.ContactUsTests","contactUs_submitWithoutName_blocked"
"","1591","Header cart icon navigates to the cart page","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homePage_headerNavigation_cartLinkWorks"
"","5142","Searching with special characters doesn't error out","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_withSpecialCharacters_handledGracefully"
"","24058","Account creation form rejects a missing mandatory first name","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_missingFirstName_createAccountBlocked"
"","8142","Register opting out of the newsletter","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withoutNewsletterOptIn_accountCreatedSuccessfully"
"","5227","Every product card exposes a matching price alongside its name","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","productListing_everyProductHasNameAndPrice"
