"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4773","Password check is case sensitive","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_wrongPasswordCase_showsError"
"","22473","Leading/trailing whitespace in the search box doesn't break results","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_withWhitespacePadding_stillMatches"
"","45","Cart icon in the header stays reachable at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","header_cartIcon_accessibleAcrossViewports"
"","1292","TC07 - Test cases page is reachable from the header","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homePage_headerNavigation_testCasesLinkWorks"
"","2197","Search functionality is usable at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productSearch_worksAcrossViewports"
"","1356","Contact form accepts a file attachment and still submits fine","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ContactUsTests","RegressionModules","com.rishabh.tests.regression.ContactUsTests","contactUs_withFileAttachment_submitsSuccessfully"
"","10938","TC20 - Search a product and add it straight to the cart","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_thenAddToCart_addsSuccessfully"
"","184","Home page renders its core elements at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","homePage_rendersCorrectly_acrossViewports"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","setUp"
"","4842","Adding two different products puts both in the cart","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_addMultipleProducts_allAppearInCart"
"","7713","Proceeding to checkout while logged out prompts a register/login modal","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_proceedToCheckoutWhileLoggedOut_showsLoginPrompt"
"","51752","TC18 - View products under Women > Dress category","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","viewCategoryProducts_womenDress_showsFilteredResults"
